Category,Restaurant Address,Restaurant Name,Restaurant Phone,Restaurant Price Range,Restaurant Website,Restaurant Yelp URL,Restaurant Latitude,Restaurant Longitude
Diners,"45 Wicksteed Ave
Toronto, ON M4G 4H9",Sunset Grill,(416) 429-1515,Under $10,sunsetgrill.ca,https://www.yelp.ca/biz/sunset-grill-toronto-8,43.7103,-79.363142
Diners,"2859 St. Clair Avenue E
East York, ON M4B 1N4",St. Clair Diner,(416) 755-8882,,stclairdiner.ca,https://www.yelp.ca/biz/st-clair-diner-east-york,43.707303,-79.303635
Diners,"200 Wellington Street W
Toronto, ON M5V 3C7",Harvest Green,(416) 581-1397,Under $10,harvestgreen.ca,https://www.yelp.ca/adredir?ad_business_id=kIdLsbi4wdPZzMYRJmD48g&campaign_id=19F7xBRRSKcFxADmt78Nxw&click_origin=search_results&placement=below_search&redirect_url=https%3A%2F%2Fwww.yelp.ca%2Fbiz%2Fharvest-green-toronto&request_id=db00c26d17308014&signature=b2b6c1a1976bda64c4e68e229555fbceef83d5277a3c967e9f9830259a839124&slot=0,43.645852,-79.387863
Diners,"874 Eglinton Avenue E
Toronto, ON M4G 2L1",Urbun Eats Co,(647) 556-0319,$11-30,urbuneats.ca,https://www.yelp.ca/adredir?ad_business_id=_3IE9guLHvAr-kJpH4Zd7Q&campaign_id=-S-v9AShDzzXXlXiY-zyzA&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.ca%2Fbiz%2Furbun-eats-co-toronto-2&request_id=ecb7c843463128e9&signature=5f5f987e0c6d9bfbb5ee909c9c1ce39a71ac5adb4c97b0e5e5c36009cde87279&slot=0,43.71367,-79.365092
Diners,"200 Wellington Street W
Toronto, ON M5V 3C7",Harvest Green,(416) 581-1397,Under $10,harvestgreen.ca,https://www.yelp.ca/adredir?ad_business_id=kIdLsbi4wdPZzMYRJmD48g&campaign_id=19F7xBRRSKcFxADmt78Nxw&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.ca%2Fbiz%2Fharvest-green-toronto&request_id=ecb7c843463128e9&signature=4603e2a3435a50302b2e86c9934cae87f0a3b56caf33274ff2cbb39fcaaa0068&slot=1,43.645852,-79.387863
Diners,Air Canada Centre,Air Canada Club,(416) 815-5400,$31-60,theaircanadacentre.com/restau…,https://www.yelp.ca/biz/air-canada-club-toronto,43.643521,-79.379082
Diners,"2200 Bloor Street W
Toronto, ON M6S 1N4",Sunset Grill,(416) 763-1444,Under $10,sunsetgrill.ca,https://www.yelp.ca/biz/sunset-grill-toronto-4,43.651552,-79.475582
Diners,"924 Dixon Road
Toronto, ON M9W 1J9",Airport Gate Cafe & Grill,(647) 748-2233,$11-30,airportgatecafe.com,https://www.yelp.ca/biz/airport-gate-cafe-and-grill-toronto,43.687412,-79.596681
Diners,"749 Broadview Avenue
Toronto, ON M4K",Peter’s Place,(416) 261-2716,Under $10,,https://www.yelp.ca/biz/peters-place-toronto-2,43.675913,-79.358405
Diners,"40 Hayden Street
Toronto, ON M4Y 1V8",Onnki Donburi,(647) 349-7707,$11-30,,https://www.yelp.ca/biz/onnki-donburi-toronto-3,43.669837,-79.384651
Diners,"60 Weston Rd
Toronto, ON M6N 0A7",Sunset Grill,(416) 766-6667,$11-30,sunsetgrill.ca,https://www.yelp.ca/biz/sunset-grill-toronto-17,43.673749,-79.470278
Diners,"180 Queen Street W
Toronto, ON M5V 3X3",Nota Bene,(416) 977-6400,$31-60,notabenerestaurant.com,https://www.yelp.ca/biz/nota-bene-toronto,43.650751,-79.388048
Diners,"4441 Highway 7
Woodbridge, ON L4L 5W6",Galaxie Diner,(905) 264-7244,Under $10,,https://www.yelp.ca/biz/galaxie-diner-woodbridge,43.784848,-79.569376
Diners,"590 Sheppard Avenue W
North York, ON M3H 2S1",Wimpy’s Diner,(416) 635-7013,$11-30,wimpysdiner.ca,https://www.yelp.ca/biz/wimpys-diner-north-york-2,43.755556,-79.438947
Diners,"54 Rexdale Blvd
Toronto, ON M9W",The Solarium Cafe Bar & Grill,(416) 743-5912,$11-30,,https://www.yelp.ca/biz/the-solarium-cafe-bar-and-grill-toronto,43.712315,-79.564834
Diners,"405 Donlands Avenue
East York, ON M4J 3S2",Select Bakery,(416) 421-2400,$11-30,selectbakery.ca,https://www.yelp.ca/adredir?ad_business_id=09OYbFNrS1n8u5gE6W9ItA&campaign_id=zqjYBES0qoedpZZdzbajhQ&click_origin=search_results&placement=below_search&redirect_url=https%3A%2F%2Fwww.yelp.ca%2Fbiz%2Fselect-bakery-east-york&request_id=ecb7c843463128e9&signature=3b9e8e21b308738260cf337d5183296cc18eab82d0516df572f628caef1b272b&slot=0,43.69411,-79.342661
Diners,"874 Eglinton Avenue E
Toronto, ON M4G 2L1",Urbun Eats Co,(647) 556-0319,$11-30,urbuneats.ca,https://www.yelp.ca/adredir?ad_business_id=_3IE9guLHvAr-kJpH4Zd7Q&campaign_id=-S-v9AShDzzXXlXiY-zyzA&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.ca%2Fbiz%2Furbun-eats-co-toronto-2&request_id=687d927c052a0ca6&signature=08be460bec7c977b72ce8d15650a06855089dbd920d93d31b171254355f315ac&slot=0,43.71367,-79.365092
Diners,"406 Dupont Street
Toronto, ON M5R 1V9",Nord Bistro,(647) 559-9401,,nordbistro.ca,https://www.yelp.ca/adredir?ad_business_id=4P_HNoH4cjoCdPHPb2LTXA&campaign_id=MMtAgF8EBtL_ADkBsKTm1A&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.ca%2Fbiz%2Fnord-bistro-toronto-3&request_id=687d927c052a0ca6&signature=be11ffdefae7ec28f80ee7922fe2805a3755e2248346d0ea0ddfbb3ccb1a321c&slot=1,43.6739,-79.41147
Diners,"1708 Eglinton Avenue W
Toronto, ON M6E 2H5",Budapest Restaurant,(416) 551-5881,,,https://www.yelp.ca/biz/budapest-restaurant-toronto-2,43.696706,-79.446445
Diners,"1600 Queen Street W
Toronto, ON M6R 1A8",Shangrila Tibetan & Asian Cuisine,(416) 588-1100,$11-30,,https://www.yelp.ca/biz/shangrila-tibetan-and-asian-cuisine-toronto-2,43.63974,-79.441544
Diners,"678 Yonge Street
Toronto, ON M4Y 2A6",T-e P--t H---e,(416) 962-6092,$11-30,,https://www.yelp.ca/biz/t-e-p-t-h-e-toronto,43.667398,-79.385734
Diners,"4141 Yonge Street
North York, ON M2P 2A8",Garden Deli,(416) 229-4141,$11-30,,https://www.yelp.ca/biz/garden-deli-north-york,43.746546,-79.407261
Diners,"756 Toula Drive
Toronto, ON L6E 1O9",Blast from the Past,(905) 785-7865,Under $10,,https://www.yelp.ca/biz/blast-from-the-past-toronto,43.690552,-79.326009
Diners,"2900 Steeles Avenue E
Markham, ON L3T 7R5",Wimpy’s Diner,(905) 709-0100,$11-30,wimpysdiner.net,https://www.yelp.ca/biz/wimpys-diner-markham,43.812804,-79.358631
Diners,"200 Edgeley Boulevard
Vaughan, ON L4K 3Y8",Gordo’s Diner,(905) 738-5003,Under $10,gordosdiner.com,https://www.yelp.ca/biz/gordo-s-diner-vaughan,43.797362,-79.533367
Diners,"Dundas St E
Toronto, ON",Mera’s Diner,,,,https://www.yelp.ca/biz/meras-diner-toronto,43.656325,-79.380903
Diners,"4033 Gordon Baker Road
Toronto, ON M1W 2P3",Steak Supreme,(416) 499-8866,$11-30,steaksupreme.ca,https://www.yelp.ca/biz/steak-supreme-toronto,43.810637,-79.339197
Diners,"369 Spadina Avenue
Toronto, ON M5T 2G3",Red Tomato Hongkong Restaurant,,,,https://www.yelp.ca/biz/red-tomato-hongkong-restaurant-toronto,43.6558,-79.398964
Diners,"200 Wellington Street W
Toronto, ON M5V 3C7",Harvest Green,(416) 581-1397,Under $10,harvestgreen.ca,https://www.yelp.ca/adredir?ad_business_id=kIdLsbi4wdPZzMYRJmD48g&campaign_id=19F7xBRRSKcFxADmt78Nxw&click_origin=search_results&placement=below_search&redirect_url=https%3A%2F%2Fwww.yelp.ca%2Fbiz%2Fharvest-green-toronto&request_id=687d927c052a0ca6&signature=1c8b8562ee83b27fbf7fa68219d75805dcf64895c5b723456ddc2c3ce3f0907c&slot=0,43.645852,-79.387863
Diners,"874 Eglinton Avenue E
Toronto, ON M4G 2L1",Urbun Eats Co,(647) 556-0319,$11-30,urbuneats.ca,https://www.yelp.ca/adredir?ad_business_id=_3IE9guLHvAr-kJpH4Zd7Q&campaign_id=-S-v9AShDzzXXlXiY-zyzA&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.ca%2Fbiz%2Furbun-eats-co-toronto-2&request_id=5072596dfdb53447&signature=66f546834c4a940c2591bef9af7a64a1b282e9c25728407f84662edc1117388c&slot=0,43.71367,-79.365092
Diners,"406 Dupont Street
Toronto, ON M5R 1V9",Nord Bistro,(647) 559-9401,,nordbistro.ca,https://www.yelp.ca/adredir?ad_business_id=4P_HNoH4cjoCdPHPb2LTXA&campaign_id=MMtAgF8EBtL_ADkBsKTm1A&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.ca%2Fbiz%2Fnord-bistro-toronto-3&request_id=5072596dfdb53447&signature=da39eb0313e4b35fdc31f8d5da35c72adce2bd309cda94903c6e5a43d6008a3f&slot=1,43.6739,-79.41147
Diners,"116 Ellesmere Road
Scarborough, ON M1R 4C4",Wimpys Diner,(416) 390-9191,$11-30,wimpysdiner.ca,https://www.yelp.ca/biz/wimpys-diner-scarborough,43.759148,-79.310017
Diners,"211 Marycroft Avenue
Unit 4
Vaughan, ON L4L 5X8",The Vaughan City Grill,(905) 856-6122,$11-30,thevaughancitygrill.ca,https://www.yelp.ca/biz/the-vaughan-city-grill-vaughan,43.78475,-79.565876
Diners,"155 Liberty St
Toronto, ON M6K",Mike’s Liberty Grill,(416) 536-4444,$11-30,mikeslibertygrill.com,https://www.yelp.ca/biz/mikes-liberty-grill-toronto,43.637179,-79.424586
Diners,"1755 Lake Shore Boulevard W
Toronto, ON M6S 5A3",Sunnyside Pavilion Cafe,(416) 531-2233,$11-30,sunnysidepavilion.com/cafe.php,https://www.yelp.ca/biz/sunnyside-pavilion-cafe-toronto,43.637874,-79.456214
Diners,"1620 Bayview Avenue
Toronto, ON M4G 3B7",Bite Me Bar And Grill,(416) 545-0777,$11-30,,https://www.yelp.ca/biz/bite-me-bar-and-grill-toronto,43.706402,-79.375711
Diners,"2610 Weston Rd
Toronto, ON M9N 2B1",Sunset Grill,(647) 346-7300,,sunsetgrill.ca,https://www.yelp.ca/biz/sunset-grill-toronto-12,43.711218,-79.53522
Diners,"3555 St Clair Ave E
Scarborough, ON M1K 1L6",Wimpy’s Diner,(416) 261-9584,Under $10,wimpysdiner.net,https://www.yelp.ca/biz/wimpys-diner-scarborough-5,43.715907,-79.261714
Diners,"199 Sheppard Ave E
North York, ON M2N 3A8",Wimpy’s Diner,(416) 222-7737,$11-30,wimpysdiner.net,https://www.yelp.ca/biz/wimpys-diner-north-york,43.763882,-79.398852
Diners,,Friendly House Restaurant,,,,https://www.yelp.ca/biz/friendly-house-restaurant-north-york,,
Diners,"913 Alness Street
Toronto, ON M3J 2J1",Coral Resturant,(416) 937-0678,,,https://www.yelp.ca/biz/coral-resturant-toronto,43.780213,-79.475336
Diners,"200 Wellington Street W
Toronto, ON M5V 3C7",Harvest Green,(416) 581-1397,Under $10,harvestgreen.ca,https://www.yelp.ca/adredir?ad_business_id=kIdLsbi4wdPZzMYRJmD48g&campaign_id=19F7xBRRSKcFxADmt78Nxw&click_origin=search_results&placement=below_search&redirect_url=https%3A%2F%2Fwww.yelp.ca%2Fbiz%2Fharvest-green-toronto&request_id=5072596dfdb53447&signature=6bfbb7b4f4eddd15834eeac4ce81ed6fbbee11aa37a5b7a53964af9328f36830&slot=0,43.645852,-79.387863
Diners,"874 Eglinton Avenue E
Toronto, ON M4G 2L1",Urbun Eats Co,(647) 556-0319,$11-30,urbuneats.ca,https://www.yelp.ca/adredir?ad_business_id=_3IE9guLHvAr-kJpH4Zd7Q&campaign_id=-S-v9AShDzzXXlXiY-zyzA&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.ca%2Fbiz%2Furbun-eats-co-toronto-2&request_id=b2364de80e765046&signature=bcf154bde208764837c4a98728d86aa05e73a0ab5d39f411a9fde8105c34d336&slot=0,43.71367,-79.365092
Diners,"405 Donlands Avenue
East York, ON M4J 3S2",Select Bakery,(416) 421-2400,$11-30,selectbakery.ca,https://www.yelp.ca/adredir?ad_business_id=09OYbFNrS1n8u5gE6W9ItA&campaign_id=zqjYBES0qoedpZZdzbajhQ&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.ca%2Fbiz%2Fselect-bakery-east-york&request_id=b2364de80e765046&signature=911ccca7306d86a713473001126d4ecbaef8332d781bdca7912a0ae1ceee6079&slot=1,43.69411,-79.342661
Diners,"1496 Kingston Road
Scarborough, ON M1N 1R6",Wimpys Diner,(416) 694-1557,$11-30,wimpysdiner.ca,https://www.yelp.ca/biz/wimpys-diner-scarborough-3,43.688968,-79.269511
Diners,"7123 Yonge Street
Thornhill, ON L3T 2A8",Golden Star Burgers,(905) 889-6891,$11-30,goldenstarburgers.com,https://www.yelp.ca/biz/golden-star-burgers-thornhill,43.801586,-79.420586
Diners,"1085 Weston Road
Toronto, ON M6N 3S3",The Nutmeg Spot,(647) 203-5957,,,https://www.yelp.ca/biz/the-nutmeg-spot-toronto,43.686012,-79.487313
Diners,"123 Rexdale Boulevard
Etobicoke, ON M9W 1P1",Wally’s Grill,(416) 745-9430,$11-30,,https://www.yelp.ca/biz/wallys-grill-etobicoke,43.712039,-79.565231
Diners,"1123 Lodestar Rd
Suite 1
North York, ON M3J 0G9",Sunset Grill,(416) 636-3447,$11-30,sunsetgrill.ca,https://www.yelp.ca/biz/sunset-grill-north-york,43.759208,-79.466455
Diners,"1520 Steeles Avenue W
Vaughan, ON L4K 3B9",Wimpy’s Diner,(905) 597-4782,,wimpysdiner.ca,https://www.yelp.ca/biz/wimpys-diner-vaughan,43.787875,-79.471229
Diners,"2200 Dundas Street E
Mississauga, ON L4X 2V3",Muddy Duck Restaurant,(905) 275-9430,$11-30,muddyduck.com,https://www.yelp.ca/biz/muddy-duck-restaurant-mississauga,43.625838,-79.565379
Diners,"801 York Mills Rd
Toronto, ON M3B 1X7",Swiss Chalet,(416) 449-9194,$11-30,swisschalet.com,https://www.yelp.ca/biz/swiss-chalet-toronto-6,43.753024,-79.357735
Diners,"2214 Lake Shore Blvd W
Etobicoke, ON M8V 0E3",Sunset Grill,(416) 252-2777,$11-30,sunsetgrill.ca,https://www.yelp.ca/biz/sunset-grill-etobicoke-2,43.622614,-79.482641
Diners,"1118 Finch Avenue
Toronto, ON M3J 3J4",Pita Ikram,(647) 875-5776,$11-30,pitaikram.com,https://www.yelp.ca/biz/pita-ikram-toronto-2,43.767654,-79.474939
Diners,"1987 Queen St E
Toronto, ON M4L 1J1",The Gastro Pub,(647) 846-8380,$11-30,,https://www.yelp.ca/adredir?ad_business_id=7YmqLsiqjP20G3PtxRjBgg&campaign_id=OngBcT6tqIhcvU8kpXM8lw&click_origin=search_results&placement=below_search&redirect_url=https%3A%2F%2Fwww.yelp.ca%2Fbiz%2Fthe-gastro-pub-toronto&request_id=b2364de80e765046&signature=72e01fe8971a1efb13258e7360f720d4555704ad7afefd2dac62dcbc4996e72f&slot=0,43.669814,-79.300054
Diners,"7 Brimley Road S
Scarborough, ON M1M 3W3",Bluffers Park Restaurant,(416) 264-2337,$31-60,bluffersparkrestaurant.com,https://www.yelp.ca/biz/bluffers-park-restaurant-scarborough,43.706513,-79.231702
Diners,"3224 Weston Road
North York, ON M9M 2T7",House of Te,(416) 740-7111,,,https://www.yelp.ca/biz/house-of-te-north-york,43.738721,-79.539946
Diners,"507 Lakeshore Rd E
Unit 111
Mississauga, ON L5G 1H9",Sunset Grill,(905) 990-0815,,sunsetgrill.ca,https://www.yelp.ca/biz/sunset-grill-mississauga-7,43.565503,-79.571363
Diners,"2703 Av Eglinton E
Scarborough, ON M1K 2S2",Zena’s Diner,(416) 269-8073,,,https://www.yelp.ca/biz/zenas-diner-scarborough,43.736485,-79.249025
Diners,"398 Lakeshore Rd E
Mississauga, ON L5G 1H5",Bobby’s Hideaway,(905) 278-3688,$11-30,bobbyshideaway.com,https://www.yelp.ca/biz/bobbys-hideaway-mississauga-2,43.563536,-79.571914
Diners,"1510 Dundas St E
Mississauga, ON L4X 1L4",Sunset Grill,(905) 277-7677,$11-30,sunsetgrill.ca,https://www.yelp.ca/biz/sunset-grill-mississauga-4,43.612136,-79.580669
Diners,"37 William Kitchen Rd
Scarborough, ON M1P 5B7",Sunset Grill,(416) 321-1600,$11-30,sunsetgrill.ca,https://www.yelp.ca/biz/sunset-grill-scarborough,43.772551,-79.281097
Diners,"15 Stavebank Road S
Mississauga, ON L5G 2T2",Breakwater Fine Dining,(905) 891-6225,Above $61,watersideinn.ca/breakwater,https://www.yelp.ca/biz/breakwater-fine-dining-mississauga,43.551327,-79.584264
Diners,"401 Magnetic Drive
North York, ON M3J 3H9",The Magnetic Diner,(416) 665-1146,,,https://www.yelp.ca/biz/the-magnetic-diner-north-york,43.783659,-79.473229
Diners,"102 Lakeshore Rd W
Mississauga, ON L5H 1E8",Sunset Grill,(905) 891-2200,$11-30,sunsetgrill.ca,https://www.yelp.ca/biz/sunset-grill-mississauga-2,43.55009,-79.587647
Diners,"874 Eglinton Avenue E
Toronto, ON M4G 2L1",Urbun Eats Co,(647) 556-0319,$11-30,urbuneats.ca,https://www.yelp.ca/adredir?ad_business_id=_3IE9guLHvAr-kJpH4Zd7Q&campaign_id=-S-v9AShDzzXXlXiY-zyzA&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.ca%2Fbiz%2Furbun-eats-co-toronto-2&request_id=5f96e5e2289efb9e&signature=7deb230726fc809922e9c34126da92f70fb2e09468db9fd97feac5c5254f28db&slot=0,43.71367,-79.365092
Diners,"200 Wellington Street W
Toronto, ON M5V 3C7",Harvest Green,(416) 581-1397,Under $10,harvestgreen.ca,https://www.yelp.ca/adredir?ad_business_id=kIdLsbi4wdPZzMYRJmD48g&campaign_id=19F7xBRRSKcFxADmt78Nxw&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.ca%2Fbiz%2Fharvest-green-toronto&request_id=5f96e5e2289efb9e&signature=8daac0dcb8462fea3d6dc5b4e8bed5a6d4cb5d8f5cf55226c64e116be0ce49a2&slot=1,43.645852,-79.387863
Diners,"590 Ellesmere Road
Scarborough, ON M1R 4E9",C J’s Donuts & Diner,(416) 297-1300,,,https://www.yelp.ca/biz/c-js-donuts-and-diner-scarborough,43.762943,-79.293196
Diners,"3555 Av Street Clair E
Scarborough, ON M1K 1L6",Wimpeys Diner,(416) 261-9584,$11-30,,https://www.yelp.ca/biz/wimpeys-diner-scarborough,43.716388,-79.261609
Diners,"20 Rivermede Road
Concord, ON L4K 3N3",Wimpy’s Diner,(905) 761-3332,,,https://www.yelp.ca/biz/wimpys-diner-concord-2,43.811995,-79.482209
Diners,"150 North Queen St
Etobicoke, ON M9C 1A8",Sunset Grill,(416) 620-0080,$11-30,sunsetgrill.ca,https://www.yelp.ca/biz/sunset-grill-etobicoke,43.619209,-79.55532
Diners,"90 Signet Dr
North York, ON M9L 1T5",Apple Jacks Junior,(416) 742-1882,,,https://www.yelp.ca/biz/apple-jacks-junior-north-york,43.761405,-79.54053
Diners,"7540 Weston Rd
Vaughan, ON L4L 9L9",Sunset Grill,(905) 264-3773,$11-30,sunsetgrill.ca,https://www.yelp.ca/biz/sunset-grill-vaughan-4,43.786037,-79.547704
Dinner Theater,"2026 Yonge Street
Toronto, ON M4S 1Z9",Mysteriously Yours Dinner Theatre,(416) 486-7469,Above $61,mysteriouslyyours.ca,https://www.yelp.ca/biz/mysteriously-yours-dinner-theatre-toronto,43.701222,-79.397251
Dinner Theater,"181 Wellington Street West
Toronto, ON M5V 3G7",Toca,(416) 572-8008,Above $61,marriott.com/hotel-restaurant…,https://www.yelp.ca/biz/toca-toronto-4,43.645431,-79.387059
Dinner Theater,"10 Dufferin Street
Toronto, ON M6K 3C3",Medieval Times Toronto,(888) 935-6878,Above $61,medievaltimes.com,https://www.yelp.ca/biz/medieval-times-toronto-toronto,43.633528,-79.425126
Dinner Theater,"8585 Lundy's Lane
Niagara Falls, ON L2H 1H5",Oh Canada Eh? Dinner Show,(800) 467-2071,,ohcanadaeh.com,https://www.yelp.ca/biz/oh-canada-eh-dinner-show-niagara-falls,43.088529,-79.145269
Egyptian,"1118 Finch Avenue W
Unit 2
Toronto, ON M3J 3J4",Georgia Restaurant,(416) 907-2200,$11-30,georgia-restaurant.ca,https://www.yelp.ca/adredir?ad_business_id=1PvEnSgdZVZZlH552XUTGg&campaign_id=AHzWUNeCeZnGXA8r8xNcRw&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.ca%2Fbiz%2Fgeorgia-restaurant-toronto&request_id=35d8a94dc79a3cca&signature=a6a39240f5d68ca4352bd6dec56d9280e74c10d9188def615e1a7036b2442c67&slot=0,43.767519,-79.475297
Egyptian,,Jerusalem Restaurant,,,,https://www.yelp.ca/adredir?ad_business_id=YAdyu9ovEiOZXBWkD0H8-Q&campaign_id=1pgwHjYVp_uhNIIDBlstOA&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.ca%2Fbiz%2Fjerusalem-restaurant-toronto&request_id=35d8a94dc79a3cca&signature=d67ae1f5dc985581472f0d5df132d3cc764c9167ed4189fa178cb3529e0ad7e7&slot=1,,
Egyptian,"226 Greenwood Avenue
Toronto, ON M4L 2R2",Maha’s,(416) 462-2703,$11-30,mahasbrunch.com,https://www.yelp.ca/biz/mahas-toronto-2,43.67168,-79.328577
Egyptian,"2309 Lakeshore Road
Oakville, ON L6L 1H2",Anora’s,(905) 825-5825,$11-30,anoras.ca,https://www.yelp.ca/biz/anoras-oakville,43.398178,-79.708022
Egyptian,"2911 Eglinton Avenue W
Unit D3
Mississauga, ON L5M 6J3",Taza Xpress,(905) 828-0996,$11-30,tazaxpress.ca,https://www.yelp.ca/biz/taza-xpress-mississauga,43.551131,-79.715957
Ethiopian,"4777 Leslie Street
Toronto, ON M2J 2K8",Jerusalem Restaurant,(416) 490-7888,$11-30,leslie.jerusalemrestaurant.ca…,https://www.yelp.ca/adredir?ad_business_id=YAdyu9ovEiOZXBWkD0H8-Q&campaign_id=1pgwHjYVp_uhNIIDBlstOA&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.ca%2Fbiz%2Fjerusalem-restaurant-toronto&request_id=c8839a1c1e483a79&signature=015190342077c9e8bb8c164a8bc3f17d94d92980918753910e76029438e02f75&slot=0,43.778937,-79.363867
Ethiopian,"259 Wellington St W
Toronto, ON M5V",Aanch Modernist Indian Cuisine,(647) 558-1508,$11-30,aanch.ca,https://www.yelp.ca/adredir?ad_business_id=SZuroTnXB7FwOlHp8Jahyg&campaign_id=X5p3E6hoNT4yMIjGRksi1A&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.ca%2Fbiz%2Faanch-modernist-indian-cuisine-toronto&request_id=c8839a1c1e483a79&signature=2d6d10c1328450655af6ab01f7c70069bd58b644d81f20729e23bb400b66255d&slot=1,43.644708,-79.39067
Ethiopian,"1690 Danforth Avenue
Toronto, ON M4C",Lucy Ethiopian Kitchen,(416) 406-0534,$11-30,lucysethiopianrest.wix.com/lu…,https://www.yelp.ca/biz/lucy-ethiopian-kitchen-toronto,43.684113,-79.320714
Ethiopian,"4 Irwin Avenue
Toronto, ON M4Y 1K9",Ethiopian House Restaurant,(416) 923-5438,$11-30,ethiopianhouse.com,https://www.yelp.ca/biz/ethiopian-house-restaurant-toronto,43.666677,-79.385481
Ethiopian,"977 Bloor Street W
Toronto, ON M6H 1L7",African Palace,(416) 539-0259,$11-30,africanpalacetoronto.wordpres…,https://www.yelp.ca/biz/african-palace-toronto,43.661218,-79.429092
Ethiopian,"884 Danforth Avenue
Toronto, ON M4J 1L7",Abyssinia Ethiopian Restaurant,(416) 778-9798,,abyssiniatoronto.com,https://www.yelp.ca/biz/abyssinia-ethiopian-restaurant-toronto,43.680053,-79.339836
Ethiopian,"360 Queen Street E
Toronto, ON M5A 1T1",King Solomon and Queen of Sheba,(416) 368-9002,$11-30,,https://www.yelp.ca/biz/king-solomon-and-queen-of-sheba-toronto,43.655806,-79.363937
Ethiopian,"587 Parliament Street
Toronto, ON M4X 1P9",Shalom Ethopian Restaurant,(416) 964-7271,$11-30,,https://www.yelp.ca/biz/shalom-ethopian-restaurant-toronto,43.667514,-79.36912
Ethiopian,"1408 Danforth Avenue
Toronto, ON M4J 1M9",Rendez-Vous,(416) 469-2513,$11-30,ethiopianrendezvous.com,https://www.yelp.ca/biz/rendez-vous-toronto,43.68265,-79.327598
Ethiopian,"227 Church Street
Toronto, ON M5B 1Y7",Ethiopiques,(416) 623-7300,$11-30,ethiopiques.ca,https://www.yelp.ca/biz/ethiopiques-toronto,43.656342,-79.377043
Ethiopian,"1178 Queen Street W
Toronto, ON M6J 2J5",Nunu Ethiopian Fusion,(647) 351-6868,$11-30,nunuethiopian.com,https://www.yelp.ca/biz/nunu-ethiopian-fusion-toronto,43.642969,-79.425705
Ethiopian,"1202 Danforth Avenue
Toronto, ON M4J",Lalibela Ethiopian Restaurant,(416) 645-0486,$11-30,lalibelacuisine.com,https://www.yelp.ca/biz/lalibela-ethiopian-restaurant-toronto,43.68171,-79.331999
Ethiopian,"4777 Leslie Street
Toronto, ON M2J 2K8",Jerusalem Restaurant,(416) 490-7888,$11-30,leslie.jerusalemrestaurant.ca…,https://www.yelp.ca/adredir?ad_business_id=YAdyu9ovEiOZXBWkD0H8-Q&campaign_id=1pgwHjYVp_uhNIIDBlstOA&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.ca%2Fbiz%2Fjerusalem-restaurant-toronto&request_id=58d78a0d55ede54d&signature=8f30509f69fc012f45a818e72fa88a4b66b6f3cfa70eb0ebd1fc30d54cff71ca&slot=0,43.778937,-79.363867
Ethiopian,"1408 Danforth Avenue
Toronto, ON M4J 1M9",Rendez-Vous,(416) 469-2513,$11-30,ethiopianrendezvous.com,https://www.yelp.ca/adredir?ad_business_id=0-yj2jtzLUHG2b7PpEHyog&campaign_id=yBtCwkrOtQEP86i8MJerkw&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.ca%2Fbiz%2Frendez-vous-toronto&request_id=58d78a0d55ede54d&signature=c097f47eae388096e82f10755327768c74c6b7b1b6b6f3bdc554761513aca5d6&slot=1,43.68265,-79.327598
Ethiopian,"869 Bloor Street W
Toronto, ON M6G 1M4",Lalibela Ethiopian Restaurant,(416) 535-6615,$11-30,lalibelaethiopianrestaurant.c…,https://www.yelp.ca/biz/lalibela-ethiopian-restaurant-toronto-2,43.662039,-79.42483
Ethiopian,"418 College Street
Toronto, ON M5T 1T3",Sheba Ethiopian Restaurant,(416) 963-5527,$11-30,shebaethiopianrestaurant.ca,https://www.yelp.ca/biz/sheba-ethiopian-restaurant-toronto,43.656826,-79.406878
Ethiopian,"1260 Danforth Avenue
Toronto, ON M4J 1M6",Blue Nile Restaurant,(416) 465-9454,$11-30,,https://www.yelp.ca/biz/blue-nile-restaurant-toronto,43.682008,-79.330864
Ethiopian,"1360 Danforth Ave
Toronto, ON M4J",Wazema Ethiopian Restaurant,(416) 466-5713,Under $10,wazemarestaurant.com,https://www.yelp.ca/biz/wazema-ethiopian-restaurant-toronto,43.682463,-79.328522
